application_id,scenario_id,metric_id,risk_transform,raw_baseline,raw_comparison,risk_baseline,risk_comparison,kappa_reported,xi_reported,kappa_calculated,xi_calculated,kappa_abs_error_vs_reported,xi_abs_error_vs_reported,scenario_class,scenario_type,included_in_core_statistics,kappa_tolerance,xi_tolerance
AI.13,AI.13.B2,verification_loop_saturation,identity,0.46,0.0633,0.46,0.0633,0.1375,1045.0,0.1376086956521739,1044.7030117777513,0.00010869565217389021,0.29698822224872856,Verification / Execution Boundary,boundary,True,0.001,1.0
AI.13,AI.13.B2,approval_latency_amplification,x_minus_one,1.68,1.0725,0.68,0.0725,0.1066,1110.0,0.10661764705882351,1109.8730056430634,1.764705882351114e-05,0.12699435693662053,Verification / Execution Boundary,boundary,True,0.001,1.0
AI.13,AI.13.B2,execution_hold_rate,identity,0.29,0.0438,0.29,0.0438,0.151,1020.0,0.1510344827586207,1019.8902151002732,3.4482758620696385e-05,0.10978489972683292,Verification / Execution Boundary,boundary,True,0.001,1.0
AI.13,AI.13.B2,false_reentry_frequency,identity,0.25,0.0294,0.25,0.0294,0.1177,1085.0,0.1176,1085.296308594832,0.00010000000000000286,0.29630859483199856,Verification / Execution Boundary,boundary,True,0.001,1.0
AI.13,AI.13.B2,audit_trail_fragmentation,identity,0.33,0.0317,0.33,0.0317,0.0962,1135.0,0.09606060606060605,1135.427778190825,0.00013939393939393918,0.42777819082493806,Verification / Execution Boundary,boundary,True,0.001,1.0
AI.13,AI.13.O1,agent_retry_runtime_retry_coupling,identity,0.32,0.0888,0.32,0.0888,0.2774,840.0,0.2775,839.8989261170681,0.0001000000000000445,0.10107388293192798,Agentic plus Runtime Control,overlap,True,0.001,1.0
AI.13,AI.13.O1,policy_gate_reentry_frequency,identity,0.28,0.0643,0.28,0.0643,0.2295,900.0,0.2296428571428571,899.7760233284417,0.0001428571428570835,0.22397667155826184,Agentic plus Runtime Control,overlap,True,0.001,1.0
AI.13,AI.13.O1,tool_call_control_overhead,identity,0.39,0.0705,0.39,0.0705,0.1809,970.0,0.18076923076923074,970.197147718431,0.0001307692307692676,0.19714771843098333,Agentic plus Runtime Control,overlap,True,0.001,1.0
AI.13,AI.13.O1,runtime_pressure_planning_drift,identity,0.34,0.0362,0.34,0.0362,0.1066,1110.0,0.10647058823529412,1110.2151266428064,0.0001294117647058779,0.21512664280635363,Agentic plus Runtime Control,overlap,True,0.001,1.0
AI.13,AI.13.O1,control_to_intent_alignment_deficit,identity,0.44,0.1627,0.44,0.1627,0.3697,740.0,0.3697727272727273,739.9060599819128,7.272727272733537e-05,0.09394001808720986,Agentic plus Runtime Control,overlap,True,0.001,1.0
AI.13,AI.13.O1,cost_per_stabilized_agent_step_overhead,x_minus_one,1.72,1.0573,0.72,0.0573,0.0796,1180.0,0.07958333333333333,1180.1466217974194,1.666666666667871e-05,0.14662179741935688,Agentic plus Runtime Control,overlap,True,0.001,1.0
AI.13,AI.13.O2,agent_burst_infrastructure_pressure,identity,0.4,0.0674,0.4,0.0674,0.1685,990.0,0.16849999999999998,989.929095760134,2.7755575615628914e-17,0.07090423986596761,Agentic plus Infrastructure Coupling,overlap,True,0.001,1.0
AI.13,AI.13.O2,tool_fanout_capacity_contention,identity,0.35,0.0472,0.35,0.0472,0.1349,1050.0,0.13485714285714287,1050.0091001188132,4.285714285712228e-05,0.009100118813194058,Agentic plus Infrastructure Coupling,overlap,True,0.001,1.0
AI.13,AI.13.O2,semantic_batch_fragmentation,identity,0.3,0.0313,0.3,0.0313,0.1044,1115.0,0.10433333333333335,1115.2292387499076,6.666666666665932e-05,0.2292387499076085,Agentic plus Infrastructure Coupling,overlap,True,0.001,1.0
AI.13,AI.13.O2,context_transfer_latency_penalty,identity,0.43,0.0751,0.43,0.0751,0.1746,980.0,0.17465116279069767,979.9128458248068,5.116279069766749e-05,0.08715417519317725,Agentic plus Infrastructure Coupling,overlap,True,0.001,1.0
AI.13,AI.13.O2,agent_queue_topology_mismatch,identity,0.27,0.0324,0.27,0.0324,0.1201,1080.0,0.11999999999999998,1080.1624023504185,0.00010000000000001674,0.16240235041846063,Agentic plus Infrastructure Coupling,overlap,True,0.001,1.0
