application_id,scenario_id,metric_id,risk_transform,raw_baseline,raw_comparison,risk_baseline,risk_comparison,kappa_reported,xi_reported,kappa_calculated,xi_calculated,kappa_abs_error_vs_reported,xi_abs_error_vs_reported,scenario_class,scenario_type,included_in_core_statistics,kappa_tolerance,xi_tolerance
AI.01,AI.01.B2,memory_transport_skew,identity,0.34,0.0441,0.34,0.0441,0.1298,1060.0,0.12970588235294117,1060.1654845861608,9.411764705882786e-05,0.16548458616080097,Heterogeneous Fabric Boundary,boundary,True,0.001,1.0
AI.01,AI.01.B2,heterogeneous_route_penalty,identity,0.31,0.0274,0.31,0.0274,0.0885,1155.0,0.08838709677419355,1155.4260470085285,0.00011290322580644052,0.4260470085284851,Heterogeneous Fabric Boundary,boundary,True,0.001,1.0
AI.01,AI.01.B2,capacity_pool_fragmentation,identity,0.42,0.0708,0.42,0.0708,0.1685,990.0,0.1685714285714286,989.8112917565004,7.142857142858339e-05,0.18870824349960458,Heterogeneous Fabric Boundary,boundary,True,0.001,1.0
AI.01,AI.01.O1,topology_aware_scheduler_conflict,identity,0.33,0.1286,0.33,0.1286,0.3898,720.0,0.38969696969696965,720.126032402022,0.00010303030303032701,0.1260324020220196,Interconnect plus Runtime Control,overlap,True,0.001,1.0
AI.01,AI.01.O1,retry_after_sync_timeout,identity,0.28,0.0643,0.28,0.0643,0.2295,900.0,0.2296428571428571,899.7760233284417,0.0001428571428570835,0.22397667155826184,Interconnect plus Runtime Control,overlap,True,0.001,1.0
AI.01,AI.01.O1,control_plane_routing_jitter,identity,0.35,0.0971,0.35,0.0971,0.2774,840.0,0.27742857142857147,839.983254606676,2.8571428571488866e-05,0.016745393323958524,Interconnect plus Runtime Control,overlap,True,0.001,1.0
AI.01,AI.01.O1,queue_rebalance_oscillation,identity,0.26,0.0266,0.26,0.0266,0.1023,1120.0,0.1023076923076923,1120.0558818207628,7.6923076922919e-06,0.055881820762806456,Interconnect plus Runtime Control,overlap,True,0.001,1.0
AI.01,AI.01.O1,capacity_margin_control_error,identity,0.31,0.0173,0.31,0.0173,0.0559,1260.0,0.05580645161290322,1260.1788885171165,9.35483870967771e-05,0.17888851711654752,Interconnect plus Runtime Control,overlap,True,0.001,1.0
AI.01,AI.01.O1,cost_per_stabilized_completion_overhead,x_minus_one,1.69,1.1532,0.69,0.1532,0.222,910.0,0.2220289855072464,910.028065268068,2.8985507246392928e-05,0.02806526806796228,Interconnect plus Runtime Control,overlap,True,0.001,1.0
AI.01,AI.01.O2,agent_burst_network_pressure,identity,0.41,0.0881,0.41,0.0881,0.2148,920.0,0.2148780487804878,919.8727857129314,7.80487804878105e-05,0.1272142870685684,Interconnect plus Agentic Orchestration Load,overlap,True,0.001,1.0
AI.01,AI.01.O2,tool_call_fanout_sync_penalty,identity,0.36,0.0514,0.36,0.0514,0.1427,1035.0,0.14277777777777778,1034.9456168658803,7.777777777778772e-05,0.0543831341196892,Interconnect plus Agentic Orchestration Load,overlap,True,0.001,1.0
AI.01,AI.01.O2,semantic_batch_fragmentation,identity,0.3,0.0313,0.3,0.0313,0.1044,1115.0,0.10433333333333335,1115.2292387499076,6.666666666665932e-05,0.2292387499076085,Interconnect plus Agentic Orchestration Load,overlap,True,0.001,1.0
AI.01,AI.01.O2,orchestration_tail_latency,identity,0.48,0.0838,0.48,0.0838,0.1746,980.0,0.17458333333333334,980.0219089311352,1.666666666666483e-05,0.021908931135158127,Interconnect plus Agentic Orchestration Load,overlap,True,0.001,1.0
AI.01,AI.01.O2,context_transfer_contention,identity,0.34,0.0433,0.34,0.0433,0.1273,1065.0,0.12735294117647059,1064.9061071825984,5.2941176470588935e-05,0.09389281740163824,Interconnect plus Agentic Orchestration Load,overlap,True,0.001,1.0
